,Year NA,Rep NA,Site ,Date ,Microsite ,ID.notes NA,species,abun
407,2023,17,Cuyama 1,2023-04-28,open,NA,Eremalche.parryi,8
785,2024,9,Cuyama 1,2024-05-01,shrub,NA,Eremalche.parryi,1
2247,2024,16,Tecopa,2024-04-16,shrub,,Eremothera.boothi,1
353,2023,8,Cuyama 1,2023-04-28,open,NA,Eriastrum.diffusum,1
442,2023,21,Cuyama 1,2023-04-28,open,NA,Eriastrum.diffusum,3
466,2023,24,Cuyama 1,2023-04-28,open,NA,Eriastrum.diffusum,6
737,2024,2,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,9
745,2024,3,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,2
768,2024,6,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,17
781,2024,8,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,3
800,2024,11,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,3
807,2024,12,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,5
815,2024,13,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,4
838,2024,16,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,3
854,2024,18,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,1
875,2024,21,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,9
882,2024,22,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,39
936,2024,29,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,10
959,2024,32,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,7
967,2024,33,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,1
1004,2024,39,Cuyama 1,2024-05-01,shrub,NA,Eriastrum.diffusum,7
1016,2024,40,Cuyama 1,2024-05-01,open,NA,Eriastrum.diffusum,10
534,2023,4,Cuyama 2,2023-04-28,open,NA,Eriastrum.diffusum,1
614,2023,16,Cuyama 2,2023-04-28,open,NA,Eriastrum.diffusum,1
621,2023,17,Cuyama 2,2023-04-28,open,NA,Eriastrum.diffusum,3
628,2023,18,Cuyama 2,2023-04-28,open,NA,Eriastrum.diffusum,4
681,2023,25,Cuyama 2,2023-04-28,open,NA,Eriastrum.diffusum,3
1027,2024,1,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,1
1039,2024,2,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,9
1050,2024,3,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,6
1061,2024,4,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,2
1077,2024,5,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,7
1106,2024,6,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,5
1165,2024,15,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,8
1174,2024,16,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,1
1182,2024,17,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,2
1190,2024,18,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,2
1234,2024,23,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,7
1256,2024,25,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,14
1266,2024,26,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,22
1330,2024,33,Cuyama 2,2024-04-30,shrub,NA,Eriastrum.diffusum,13
1345,2024,34,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,4
1360,2024,35,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,10
1352,2024,36,Cuyama 2,2024-04-30,open,NA,Eriastrum.diffusum,19
1437,2023,10,HOM,2023-04-20,open,NA,Eriastrum.eremicum,32
1452,2023,13,HOM,2023-04-20,open,NA,Eriastrum.eremicum,1
1457,2023,14,HOM,2023-04-20,open,NA,Eriastrum.eremicum,1
1654,2024,28,HOM,2024-04-25,shrub,NA,Eriastrum.eremicum,1
1696,2024,35,HOM,2024-04-25,open,NA,Eriastrum.eremicum,2
1707,2024,37,HOM,2024-04-25,open,NA,Eriogonum.trichopes,4
2145,2023,27,Tecopa,2023-04-11,open,,Eriogonum.trichopes,1
2203,2024,8,Tecopa,2024-04-16,open,,Eriogonum.trichopes,1
1721,2023,6,Sheephole,2023-04-20,open,NA,Eriogonum.reniforme,1
1729,2024,1,Sheephole,2024-04-20,shrub,NA,Eriogonum.reniforme,2
1732,2024,1,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,9
1738,2024,2,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,1
1744,2024,3,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,37
1757,2024,5,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,4
1767,2024,6,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,9
1774,2024,7,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,9
1780,2024,9,Sheephole,2024-04-20,shrub,NA,Eriogonum.reniforme,1
1788,2024,11,Sheephole,2024-04-20,shrub,NA,Eriogonum.reniforme,1
1790,2024,11,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,2
1800,2024,12,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,4
1808,2024,13,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,1
1831,2024,16,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,4
1844,2024,18,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,1
1859,2024,21,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,5
1912,2024,31,Sheephole,2024-04-20,open,NA,Eriogonum.reniforme,7
1937,2024,35,Sheephole,2024-04-20,shrub,NA,Eriogonum.reniforme,1
1597,2024,16,HOM,2024-04-25,open,NA,Eriogonum.trichopes,2
604,2023,15,Cuyama 2,2023-04-28,open,NA,Eriophyllum.pringlei,6
651,2023,21,Cuyama 2,2023-04-28,open,NA,Eriophyllum.pringlei,7
675,2023,24,Cuyama 2,2023-04-28,open,NA,Eriophyllum.pringlei,1
693,2023,26,Cuyama 2,2023-04-28,open,NA,Eriophyllum.pringlei,3
1394,2023,1,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,4
1398,2023,2,HOM,2023-04-20,shrub,NA,Eriophyllum.wallacei,3
1415,2023,6,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,1
1421,2023,7,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,20
1426,2023,8,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,1
1431,2023,9,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,4
1441,2023,11,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,1
1455,2023,14,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,5
1461,2023,15,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,18
1467,2023,16,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,1
1473,2023,17,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,8
1479,2023,18,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,2
1496,2023,21,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,1
1503,2023,22,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,1
1508,2023,23,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,6
1514,2023,24,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,6
1526,2023,30,HOM,2023-04-20,shrub,NA,Eriophyllum.wallacei,2
1529,2023,30,HOM,2023-04-20,open,NA,Eriophyllum.wallacei,2
1649,2024,27,HOM,2024-04-25,open,NA,Eriophyllum.wallacei,1
1765,2024,6,Sheephole,2024-04-20,open,NA,Eriophyllum.wallacei,1
1973,2023,2,Tecopa,2023-04-11,open,2 of the grasses are larger,Eriophyllum.wallacei,4
1996,2023,6,Tecopa,2023-04-11,shrub,,Eriophyllum.wallacei,1
2038,2023,11,Tecopa,2023-04-11,open,,Eriophyllum.wallacei,4
2101,2023,20,Tecopa,2023-04-11,open,,Eriophyllum.wallacei,2
2179,2024,4,Tecopa,2024-04-16,open,,Eriophyllum.wallacei,1
2190,2024,6,Tecopa,2024-04-16,open,,Eriophyllum.wallacei,1
2196,2024,7,Tecopa,2024-04-16,open,,Eriophyllum.wallacei,1
2209,2024,9,Tecopa,2024-04-16,open,,Eriophyllum.wallacei,6
2217,2024,10,Tecopa,2024-04-16,open,,Eriophyllum.wallacei,1
2229,2024,13,Tecopa,2024-04-16,shrub,,Eriophyllum.wallacei,1
150,2024,2,Barstow,2024-04-15,open,NA,Erodium.cicutarium,1
182,2024,9,Barstow,2024-04-15,open,NA,Erodium.cicutarium,1
186,2024,10,Barstow,2024-04-15,shrub,NA,Erodium.cicutarium,1
200,2024,13,Barstow,2024-04-15,open,NA,Erodium.cicutarium,2
212,2024,16,Barstow,2024-04-15,shrub,NA,Erodium.cicutarium,1
224,2024,19,Barstow,2024-04-15,open,NA,Erodium.cicutarium,1
307,2024,40,Barstow,2024-04-15,shrub,NA,Erodium.cicutarium,1
310,2024,40,Barstow,2024-04-15,open,NA,Erodium.cicutarium,1
313,2023,1,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,6
318,2023,2,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,5
323,2023,3,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,7
329,2023,4,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,3
334,2023,5,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,9
339,2023,6,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,5
344,2023,7,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,3
350,2023,8,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,4
358,2023,9,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,3
362,2023,10,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,5
367,2023,10,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,2
372,2023,11,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,8
378,2023,12,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,13
384,2023,14,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,6
397,2023,16,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,7
401,2023,17,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,7
412,2023,18,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,3
417,2023,19,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,4
422,2023,19,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,5
424,2023,20,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,1
428,2023,20,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,5
432,2023,21,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,6
439,2023,21,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,5
444,2023,22,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,1
450,2023,22,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,13
463,2023,24,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,19
468,2023,25,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,11
476,2023,26,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,1
478,2023,26,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,4
483,2023,27,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,15
490,2023,28,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,6
495,2023,28,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,15
500,2023,29,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,5
503,2023,29,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,3
505,2023,30,Cuyama 1,2023-04-28,shrub,NA,Erodium.cicutarium,4
509,2023,30,Cuyama 1,2023-04-28,open,NA,Erodium.cicutarium,16
729,2024,1,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,7
734,2024,2,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,4
738,2024,3,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,2
742,2024,3,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,16
746,2024,4,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
749,2024,4,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,5
754,2024,5,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,21
758,2024,6,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
765,2024,6,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,2
773,2024,7,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,6
776,2024,8,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
778,2024,8,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,19
782,2024,9,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
786,2024,9,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,2
789,2024,10,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
792,2024,10,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,9
795,2024,11,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
798,2024,11,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,11
802,2024,12,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
805,2024,12,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,13
808,2024,13,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,2
812,2024,13,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,6
816,2024,14,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
820,2024,14,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,19
823,2024,15,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,2
827,2024,15,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,5
831,2024,16,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,7
835,2024,16,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,10
839,2024,17,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
843,2024,17,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,11
846,2024,18,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
852,2024,18,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,12
855,2024,19,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
860,2024,19,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,6
865,2024,20,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,1
869,2024,21,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
873,2024,21,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,5
879,2024,22,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,6
887,2024,23,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,3
894,2024,24,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,7
905,2024,26,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,3
910,2024,26,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,7
916,2024,27,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,2
922,2024,28,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,20
933,2024,29,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,1
939,2024,30,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,2
940,2024,30,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,1
944,2024,31,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,8
949,2024,31,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,2
953,2024,32,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,13
956,2024,32,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,1
960,2024,33,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,14
969,2024,34,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
973,2024,34,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,5
976,2024,35,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,3
982,2024,36,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,3
986,2024,36,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,2
991,2024,37,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,1
996,2024,38,Cuyama 1,2024-05-01,shrub,NA,Erodium.cicutarium,1
999,2024,38,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,9
1007,2024,39,Cuyama 1,2024-05-01,open,NA,Erodium.cicutarium,1
515,2023,2,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,3
523,2023,3,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,1
527,2023,3,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,6
560,2023,9,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,8
562,2023,10,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,1
567,2023,10,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,1
582,2023,13,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,1
593,2023,14,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,2
601,2023,15,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,3
611,2023,16,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,4
619,2023,17,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,1
643,2023,21,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,2
647,2023,21,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,2
654,2023,22,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,4
658,2023,22,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,10
660,2023,23,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,6
664,2023,23,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,3
666,2023,24,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,1
672,2023,24,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,7
683,2023,26,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,7
691,2023,26,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,4
698,2023,27,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,7
703,2023,28,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,1
707,2023,28,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,16
711,2023,29,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,12
719,2023,30,Cuyama 2,2023-04-28,shrub,NA,Erodium.cicutarium,11
726,2023,30,Cuyama 2,2023-04-28,open,NA,Erodium.cicutarium,21
1018,2024,1,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,7
1024,2024,1,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,9
1031,2024,2,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,6
1036,2024,2,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,13
1041,2024,3,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,3
1047,2024,3,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,15
1052,2024,4,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1058,2024,4,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,7
1065,2024,5,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,9
1074,2024,5,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,4
1100,2024,6,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1104,2024,6,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,4
1089,2024,7,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,9
1095,2024,7,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,14
1078,2024,8,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,6
1084,2024,8,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,24
1108,2024,9,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1113,2024,9,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,8
1121,2024,10,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,14
1127,2024,11,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,5
1130,2024,12,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,5
1134,2024,12,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,7
1140,2024,13,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1146,2024,13,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,14
1150,2024,14,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1155,2024,14,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,6
1158,2024,15,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,5
1163,2024,15,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,10
1171,2024,16,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,17
1175,2024,17,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1179,2024,17,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,5
1187,2024,18,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,13
1192,2024,19,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1198,2024,19,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,3
1201,2024,20,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1206,2024,20,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,6
1210,2024,21,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1215,2024,21,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,7
1224,2024,22,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,10
1229,2024,23,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,3
1242,2024,24,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,2
1247,2024,25,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1253,2024,25,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,1
1264,2024,26,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,15
1267,2024,27,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1273,2024,27,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,6
1277,2024,28,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1283,2024,28,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,7
1287,2024,29,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1296,2024,29,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,1
1306,2024,30,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,17
1309,2024,31,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1316,2024,31,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,5
1323,2024,32,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,20
1327,2024,33,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1334,2024,33,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,8
1337,2024,34,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,2
1342,2024,34,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,13
1353,2024,35,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,5
1358,2024,35,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,7
1361,2024,37,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1371,2024,38,Cuyama 2,2024-04-30,shrub,NA,Erodium.cicutarium,1
1377,2024,38,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,3
1383,2024,39,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,5
1389,2024,40,Cuyama 2,2024-04-30,open,NA,Erodium.cicutarium,2
1407,2023,4,HOM,2023-04-20,open,NA,Erodium.cicutarium,1
1451,2023,13,HOM,2023-04-20,open,NA,Erodium.cicutarium,3
1475,2023,17,HOM,2023-04-20,open,NA,Erodium.cicutarium,1
1498,2023,21,HOM,2023-04-20,open,NA,Erodium.cicutarium,1
2063,2023,14,Tecopa,2023-04-11,open,,Erodium.cicutarium,1
2335,2023,1,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,5
2338,2023,2,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,4
2342,2023,2,Yucca,2023-04-17,open,NA,Erodium.cicutarium,2
2345,2023,3,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,4
2349,2023,3,Yucca,2023-04-17,open,NA,Erodium.cicutarium,1
2352,2023,4,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,4
2359,2023,6,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,4
2363,2023,6,Yucca,2023-04-17,open,NA,Erodium.cicutarium,2
2367,2023,7,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,3
2369,2023,7,Yucca,2023-04-17,open,NA,Erodium.cicutarium,1
2370,2023,8,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,4
2373,2023,9,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,2
2377,2023,9,Yucca,2023-04-17,open,NA,Erodium.cicutarium,4
2381,2023,10,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,5
2384,2023,10,Yucca,2023-04-17,open,NA,Erodium.cicutarium,1
2388,2023,11,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,3
2390,2023,11,Yucca,2023-04-17,open,NA,Erodium.cicutarium,1
2393,2023,12,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,3
2397,2023,13,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,4
2405,2023,13,Yucca,2023-04-17,open,NA,Erodium.cicutarium,4
2409,2023,14,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,2
2415,2023,15,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,2
2419,2023,16,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,5
2424,2023,17,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,4
2432,2023,19,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,1
2439,2023,21,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,2
2440,2023,22,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,7
2445,2023,23,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,2
2454,2023,25,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,1
2460,2023,26,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,2
2463,2023,27,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,1
2467,2023,27,Yucca,2023-04-17,open,NA,Erodium.cicutarium,1
2471,2023,28,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,3
2473,2023,29,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,1
2477,2023,30,Yucca,2023-04-17,shrub,NA,Erodium.cicutarium,8
2502,2024,4,Yucca,2024-04-21,open,NA,Erodium.cicutarium,1
